NR_ADMINISTRATIE	DT_BEGIN_RECORD	DT_EINDE_RECORD	CODE_FUNCTIE	CODE_SOORT	URL
23128	20090101	20100420	B	BINS	www.varietas.nl
23128	19970807	19970814	B	BINS	www.varietas.nl
23128	20080401	20090101	B	BINS	www.varietas.nl
23128	20100420	20120807	B	BINS	www.varietas.nl
23128	20200401	20200416	B	BINS	www.varietas.nl
23128	20181122	20200401	B	BINS	www.varietas.nl
23155	20120807		B	BINS	www.spieringshoek.nl
23155	19960801	19990805	B	BINS	www.spieringshoek.nl
23155	20100420	20110201	B	BINS	www.spieringshoek.nl
23155	19990805	20100420	B	BINS	www.spieringshoek.nl
23155	20110201	20120807	B	BINS	www.spieringshoek.nl
23155	19000101	19960801	B	BINS	www.spieringshoek.nl
23337	19981020	20051115	B	BINS	www.ericaschool.nl
23337	20051115	20100420	B	BINS	www.ericaschool.nl
23337	20100420	20120510	B	BINS	www.ericaschool.nl
23337	20120510		B	BINS	www.ericaschool.nl
23337	19000101	19960801	B	BINS	www.ericaschool.nl
23337	19970320	19981020	B	BINS	www.ericaschool.nl
23337	19960801	19970320	B	BINS	www.ericaschool.nl
23674	19970901	20000530	B	BINS	www.cbswilhelmina.nl
23674	20000530	20060101	B	BINS	www.cbswilhelmina.nl
23674	19960801	19970901	B	BINS	www.cbswilhelmina.nl
23674	20140801		B	BINS	www.cbswilhelmina.nl
23674	20100420	20130321	B	BINS	www.cbswilhelmina.nl
23674	19000101	19960801	B	BINS	www.cbswilhelmina.nl
23674	20130321	20140801	B	BINS	www.cbswilhelmina.nl
23674	20060101	20100420	B	BINS	www.cbswilhelmina.nl
23948	19000101	19960801	B	BINS	www.meidoornschool.nl
23948	20200528		B	BINS	www.meidoornschool.nl
23948	20000131	20000329	B	BINS	www.meidoornschool.nl
23948	20121218	20151101	B	BINS	www.meidoornschool.nl
23948	19990226	20000131	B	BINS	www.meidoornschool.nl
23948	20120801	20121218	B	BINS	www.meidoornschool.nl
23948	20060101	20070516	B	BINS	www.meidoornschool.nl
23948	20000329	20050603	B	BINS	www.meidoornschool.nl
23948	20151101	20200528	B	BINS	www.meidoornschool.nl
23948	19960801	19970617	B	BINS	www.meidoornschool.nl
23948	19970617	19990226	B	BINS	www.meidoornschool.nl
23948	20070516	20100420	B	BINS	www.meidoornschool.nl
23948	20100420	20120801	B	BINS	www.meidoornschool.nl
23948	20050603	20060101	B	BINS	www.meidoornschool.nl
23961	19960801	19980818	B	BINS	www.spolt.nl
23961	20030314	20070101	B	BINS	www.spolt.nl
23961	20000101	20030314	B	BINS	www.spolt.nl
23961	19980818	20000101	B	BINS	www.spolt.nl
23961	20070101	20100420	B	BINS	www.spolt.nl
23961	20120807		B	BINS	www.spolt.nl
23961	19000101	19960801	B	BINS	www.spolt.nl
23961	20100420	20120807	B	BINS	www.spolt.nl
24AA	20000706		U	BAS	www.klimopnederweert.nl
24AA	19970320	20000706	U	BAS	www.klimopnederweert.nl
24AA	19910601	19970320	U	BAS	www.klimopnederweert.nl
24AA00	20000706		D	VST	www.klimopnederweert.nl
24AA00	19910601	20000706	D	VST	www.klimopnederweert.nl
24AB	20091030		U	BAS	www.obshetklokhuis.nl
24AB	19910601	19970101	U	BAS	www.obshetklokhuis.nl
24AB	19970101	20091030	U	BAS	www.obshetklokhuis.nl
24AB00	19910601	19970101	D	VST	www.obshetklokhuis.nl
24AB00	20091030		D	VST	www.obshetklokhuis.nl
24AB00	19970101	20091030	D	VST	www.obshetklokhuis.nl
24AC	19910601	19970819	U	BAS	www.deboschuil.nl
24AC	19970819		U	BAS	www.deboschuil.nl
24AC00	19970819		D	VST	www.deboschuil.nl
24AC00	19910601	19970819	D	VST	www.deboschuil.nl
24AD	19910601	20100217	U	BAS	www.bs-vuurvlinder.nl
24AD	20100217		U	BAS	www.bs-vuurvlinder.nl
24AD00	19910601	20100217	D	VST	www.bs-vuurvlinder.nl
24AD00	20100217		D	VST	www.bs-vuurvlinder.nl
24AE	19910601		U	BAS	www.lodijke.nl
24AE00	19910601		D	VST	www.lodijke.nl
24AF	19910601		U	BAS	www.obsdekreek.nl
24AF00	19910601		D	VST	www.obsdekreek.nl
24AL	20000801	20020101	U	ERK	www.instituut-thomas.nl
24AL	20020101		U	ERK	www.instituut-thomas.nl
24AL	19900801	20000801	U	ERK	www.instituut-thomas.nl
24AL00	19900801	20000801	D	LOC	www.instituut-thomas.nl
24AL00	20000801		D	LOC	www.instituut-thomas.nl
24AL05	19990801		D	LOC	www.instituut-thomas.nl
24AM	20080303	20140519	U	BAS	www.mijlpaal.eu
24AM	19910601	20080303	U	BAS	www.mijlpaal.eu
24AM	20140519		U	BAS	www.mijlpaal.eu
24AM00	19910601	20080303	D	VST	www.mijlpaal.eu
24AM00	20140519		D	VST	www.mijlpaal.eu
24AM00	20080303	20140519	D	VST	www.mijlpaal.eu
24AM01	20160316		D	ILOC	www.mijlpaal.eu
24AM01	19910601	20080319	D	ILOC	www.mijlpaal.eu
24AM01	20140519	20160316	D	ILOC	www.mijlpaal.eu
24AM01	20101012	20140519	D	ILOC	www.mijlpaal.eu
24AM01	20080319	20101012	D	ILOC	www.mijlpaal.eu
24AR	19910601	19980101	U	BAS	www.gbsdehorizon.nl
24AR	20141017		U	BAS	www.gbsdehorizon.nl
24AR	19980101	19980402	U	BAS	www.gbsdehorizon.nl
24AR	19980402	20141017	U	BAS	www.gbsdehorizon.nl
24AR00	19910601	19980402	D	VST	www.gbsdehorizon.nl
24AR00	19980402	20141017	D	VST	www.gbsdehorizon.nl
24AR00	20141017		D	VST	www.gbsdehorizon.nl
24AY	19970808	19970813	U	BAS	www.kcmeander.nl
24AY	20011113	20121205	U	BAS	www.kcmeander.nl
24AY	19970813	20011113	U	BAS	www.kcmeander.nl
24AY	19910601	19970808	U	BAS	www.kcmeander.nl
24AY	20121205		U	BAS	www.kcmeander.nl
24AY00	20011113	20121205	D	VST	www.kcmeander.nl
24AY00	19910601	19970808	D	VST	www.kcmeander.nl
24AY00	19970808	19970813	D	VST	www.kcmeander.nl
24AY00	19970813	20011113	D	VST	www.kcmeander.nl
24AY00	20121205		D	VST	www.kcmeander.nl
24BA	19910601		U	BAS	www.spectrum-hardenberg.nl
24BA00	19910601		D	VST	www.spectrum-hardenberg.nl
24BD	20150203		U	BAS	www.kareleykmanschool.nl
24BD	19900801	20150203	U	BAS	www.kareleykmanschool.nl
24BD00	19900801	20150203	D	VST	www.kareleykmanschool.nl
24BD00	20150203		D	VST	www.kareleykmanschool.nl
24BE	20021014	20021126	U	BAS	www.obsdetoermalijn.nl
24BE	19970101	20021014	U	BAS	www.obsdetoermalijn.nl
24BE	20021126		U	BAS	www.obsdetoermalijn.nl
24BE	19910601	19970101	U	BAS	www.obsdetoermalijn.nl
24BE00	19910601	19970101	D	VST	www.obsdetoermalijn.nl
24BE00	20021126		D	VST	www.obsdetoermalijn.nl
24BE00	19970101	20021126	D	VST	www.obsdetoermalijn.nl
24BL	19910601		U	BAS	www.obs-pierement.nl
24BL00	19910601		D	VST	www.obs-pierement.nl
24BM	19910601		U	BAS	www.devlaamsereus.nl
24BM00	19910601		D	VST	www.devlaamsereus.nl
24BN	19910601	19971014	U	BAS	www.trinoom.nl
24BN	19971014		U	BAS	www.trinoom.nl
24BN00	19910601	19971014	D	VST	www.trinoom.nl
24BN00	19971014		D	VST	www.trinoom.nl
24BP	19981007		U	BAS	www.tmulderke.nl
24BP	19910601	19981007	U	BAS	www.tmulderke.nl
24BP00	19981007		D	VST	www.tmulderke.nl
24BP00	19910601	19981007	D	VST	www.tmulderke.nl
24BR	19910601		U	BAS	www.obsdecirkel.nl
24BR00	19910601		D	VST	www.obsdecirkel.nl
24BU	20011019	20130326	U	HBOS	www.thimvanderlaan.nl
24BU	19900206	19991201	U	HBOS	www.thimvanderlaan.nl
24BU	19991201	20011019	U	HBOS	www.thimvanderlaan.nl
24BU	20130326		U	HBOS	www.thimvanderlaan.nl
24BU00	20130326		D	LOC	www.thimvanderlaan.nl
24BU00	19900206	20011019	D	LOC	www.thimvanderlaan.nl
24BU00	20011019	20130326	D	LOC	www.thimvanderlaan.nl
24CE	19900801	20020101	U	ERK	www.geldersopleidingsinstituut.nl
24CE	20020101		U	ERK	www.geldersopleidingsinstituut.nl
24CE00	19900801		D	LOC	www.geldersopleidingsinstituut.nl
24CE01	20110422		D	LOC	www.geldersopleidingsinstituut.nl
24CE01	19960801	20110422	D	LOC	www.geldersopleidingsinstituut.nl
24CJ	19900801	20020101	U	ERK	www.devriesinternational.nl
24CJ	20020101		U	ERK	www.devriesinternational.nl
24CJ00	19900801		D	LOC	www.instituutdevrieskok.nl
24CK	20020101	20110630	U	ERK	www.penso.nl
24CK	20110630		U	ERK	www.penso.nl
24CK	19900801	20020101	U	ERK	www.penso.nl
24CK00	20110630		D	LOC	www.penso.nl
24CK00	19900801	20110630	D	LOC	www.penso.nl
24CN	19910601		U	BAS	www.hetveer.nl
24CN00	19910601		D	VST	www.hetveer.nl
24CP	19970801		U	BAS	www.obs-dewaterlelie.nl
24CP	19910601	19970801	U	BAS	www.obs-dewaterlelie.nl
24CP00	19910601		D	VST	www.obs-dewaterlelie.nl
24CP03	20171001		D	ULOC	www.de-edelsteen.nl
24CP03	20110801	20171001	D	ILOC	www.de-edelsteen.nl
24CR	19910601		U	BAS	www.claus.unicoz.nl
24CR00	19910601		D	VST	www.claus.unicoz.nl
24CT	19910601	19981027	U	BAS	www.floriant.unicoz.nl
24CT	19981027		U	BAS	www.floriant.unicoz.nl
24CT00	19981027		D	VST	www.floriant.unicoz.nl
24CT00	19910601	19981027	D	VST	www.floriant.unicoz.nl
24CX	20061221		U	ERK	www.haarlemseakademie.nl
24CX	20061208	20061221	U	ERK	www.haarlemseakademie.nl
24CX	20020101	20061208	U	ERK	www.haarlemseakademie.nl
24CX	19900801	20020101	U	ERK	www.haarlemseakademie.nl
24CZ	19910801	19990531	U	BAS	www.maasveld-akkoord-po.nl
24CZ	19990531		U	BAS	www.maasveld-akkoord-po.nl
24CZ00	19990531		D	VST	www.maasveld-akkoord-po.nl
24CZ00	19910801	19990531	D	VST	www.maasveld-akkoord-po.nl
24DB	19910601	19980623	U	BAS	www.obsdewisselborn.nl
24DB	19980623	20011101	U	BAS	www.obsdewisselborn.nl
24DB	20011101		U	BAS	www.obsdewisselborn.nl
24DB00	19980623	20011101	D	VST	www.obsdewisselborn.nl
24DB00	20011101		D	VST	www.obsdewisselborn.nl
24DB00	19910601	19980623	D	VST	www.obsdewisselborn.nl
24DE	20020117	20110711	U	SBAS	www.sbodeakker.nl
24DE	19980801	20020117	U	SBAS	www.sbodeakker.nl
24DE	20110711	20110801	U	SBAS	www.sbodeakker.nl
24DE	19910601	19980801	U	SBAS	www.sbodeakker.nl
24DE	20110801		U	SBAS	www.sbodeakker.nl
24DE00	20110801		D	VST	www.sbodeakker.nl
24DE00	20020117	20110711	D	VST	www.sbodeakker.nl
24DE00	19910601	19980801	D	VST	www.sbodeakker.nl
24DE00	20110711	20110801	D	VST	www.sbodeakker.nl
24DE00	19980801	20020117	D	VST	www.sbodeakker.nl
24DE01	20110711	20110801	D	VST	www.sbodeakker.nl
24DE01	20100801	20110711	D	VST	www.sbodeakker.nl
24DE01	20190618		D	VST	www.sbodeakker.nl
24DE01	20110801	20190101	D	VST	www.sbodeakker.nl
24DE01	20190101	20190618	D	VST	www.sbodeakker.nl
24DF	20161111		U	SBAS	www.rehobothoz.nl
24DF	19910601	19980801	U	SBAS	www.rehobothoz.nl
24DF	20160719	20161111	U	SBAS	www.rehobothoz.nl
24DF	19980801	20110801	U	SBAS	www.rehobothoz.nl
24DF	20150801	20160719	U	SBAS	www.rehobothoz.nl
24DF	20110801	20150801	U	SBAS	www.rehobothoz.nl
24DF00	20160719	20161111	D	VST	www.rehobothoz.nl
24DF00	19980801	20110801	D	VST	www.rehobothoz.nl
24DF00	19910601	19980801	D	VST	www.rehobothoz.nl
24DF00	20161111		D	VST	www.rehobothoz.nl
24DF00	20150801	20160719	D	VST	www.rehobothoz.nl
24DF00	20110801	20150801	D	VST	www.rehobothoz.nl
24DH	19910601	19970320	U	BAS	www.ibs-erriseleh.nl
24DH	19970320		U	BAS	www.ibs-erriseleh.nl
24DH00	19910601		D	VST	www.ibs-erriseleh.nl
24DP	20101216		U	BAS	www.boe-amsterdam.nl
24DP	20101126	20101201	U	BAS	www.boe-amsterdam.nl
24DP	20101201	20101216	U	BAS	www.boe-amsterdam.nl
24DP	19910601	20101126	U	BAS	www.boe-amsterdam.nl
24DP00	20101126	20101201	D	VST	www.boe-amsterdam.nl
24DP00	20101216		D	VST	www.boe-amsterdam.nl
24DP00	20101201	20101216	D	VST	www.boe-amsterdam.nl
24DP00	19910601	20101126	D	VST	www.boe-amsterdam.nl
24DR	20001116		U	BAS	www.dedromedaris.nl
24DR	19910601	19990223	U	BAS	www.dedromedaris.nl
24DR	19990223	20001116	U	BAS	www.dedromedaris.nl
24DR00	19910601	19990223	D	VST	www.dedromedaris.nl
24DR00	19990223	20001116	D	VST	www.dedromedaris.nl
24DR00	20001116		D	VST	www.dedromedaris.nl
24DX	19910601		U	BAS	www.cbs-fontein.nl
24DX00	19910601		D	VST	www.cbs-fontein.nl
24EC	19970320		U	BAS	www.dezaaiergroningen.nl
24EC	19910601	19970320	U	BAS	www.dezaaiergroningen.nl
24EC00	19910601		D	VST	www.dezaaiergroningen.nl
24ED	20060801		U	BAS	www.montessori-emmen.nl
24ED	20000126	20060801	U	BAS	www.montessori-emmen.nl
24ED	19910601	20000126	U	BAS	www.montessori-emmen.nl
24ED00	20060801		D	VST	www.montessori-emmen.nl
24ED00	19910601	20000126	D	VST	www.montessori-emmen.nl
24ED00	20000126	20060801	D	VST	www.montessori-emmen.nl
24EE	20120308		U	BAS	www.mbsdepoort.nl
24EE	19910601	20120308	U	BAS	www.mbsdepoort.nl
24EE00	20120308		D	VST	www.mbsdepoort.nl
24EE00	19910601	20120308	D	VST	www.mbsdepoort.nl
24EE01	20180401		D	ILOC	www.mbsdepoort.nl
24EG	19910601		U	BAS	www.obsdedubbelster.nl
24EG00	19910601		D	VST	www.obsdedubbelster.nl
24EJ	19970320	20000209	U	BAS	www.noorscholen.nl
24EJ	20100730		U	BAS	www.noorscholen.nl
24EJ	19910601	19970320	U	BAS	www.noorscholen.nl
24EJ	20000209	20100730	U	BAS	www.noorscholen.nl
24EJ00	20000209	20100730	D	VST	www.noorscholen.nl
24EJ00	20100730		D	VST	www.noorscholen.nl
24EJ00	19910601	20000209	D	VST	www.noorscholen.nl
24EJ01	20130109	20130827	D	VST	www.noorscholen.nl
24EJ01	20130827		D	VST	www.noorscholen.nl
24EJ01	20100801	20130109	D	VST	www.noorscholen.nl
24EJ02	20170104		D	VST	www.noorscholen.nl
24EJ02	20140801	20170104	D	VST	www.noorscholen.nl
24EL	19970320		U	BAS	www.elfeth.nl
24EL	19910601	19970320	U	BAS	www.elfeth.nl
24EL00	19910601		D	VST	www.elfeth.nl
24ER	19970320	19970611	U	BAS	www.alamana.nl
24ER	20080215	20090122	U	BAS	www.alamana.nl
24ER	20090122		U	BAS	www.alamana.nl
24ER	19910601	19970320	U	BAS	www.alamana.nl
24ER	19970611	20080215	U	BAS	www.alamana.nl
24ER00	19970611	20080215	D	VST	www.alamana.nl
24ER00	20080215	20090122	D	VST	www.alamana.nl
24ER00	20090122		D	VST	www.alamana.nl
24ER00	19910601	19970611	D	VST	www.alamana.nl
24ET	19970802	20210303	U	BAS	www.detriangelhouten-levwn.nl
24ET	19910601	19970801	U	BAS	www.detriangelhouten-levwn.nl
24ET	19970801	19970802	U	BAS	www.detriangelhouten-levwn.nl
24ET	20210303		U	BAS	www.detriangelhouten-levwn.nl
24ET00	19970802	20210303	D	VST	www.detriangelhouten-levwn.nl
24ET00	20210303		D	VST	www.detriangelhouten-levwn.nl
24ET00	19910601	19970802	D	VST	www.detriangelhouten-levwn.nl
24EY	20011129		U	BAS	www.alummah.nl
24EY	19961014	19970320	U	BAS	www.alummah.nl
24EY	19910601	19961014	U	BAS	www.alummah.nl
24EY	19970320	20011129	U	BAS	www.alummah.nl
24EY00	19961014	20011129	D	VST	www.alummah.nl
24EY00	19910601	19961014	D	VST	www.alummah.nl
24EY00	20011129		D	VST	www.alummah.nl
24FE	19970320	20000214	U	BAS	www.ibnisina.nl
24FE	20000214		U	BAS	www.ibnisina.nl
24FE	19910601	19970320	U	BAS	www.ibnisina.nl
24FE00	19910601	20000214	D	VST	www.ibnisina.nl
24FE00	20000214		D	VST	www.ibnisina.nl
24FT	19980801		U	SBAS	www.de-klimop.nl
24FT	19910801	19980801	U	SBAS	www.de-klimop.nl
24FT00	19980801		D	VST	www.de-klimop.nl
24FT00	19910801	19980801	D	VST	www.de-klimop.nl
24FW	20180109		U	HBOS	https://www.luzac.nl/hogeschool
24FW	19881117	19970901	U	ERK	https://www.luzac.nl/hogeschool
24FW	20161223	20180109	U	HBOS	https://www.luzac.nl/hogeschool
24FW	20130101	20161223	U	HBOS	https://www.luzac.nl/hogeschool
24FW	19970901	20130101	U	ERK	https://www.luzac.nl/hogeschool
24FW00	20180109		D	LOC	https://www.luzac.nl/hogeschool
24FW00	19881117	19970901	D	LOC	https://www.luzac.nl/hogeschool
24FW00	19970901	20161223	D	LOC	https://www.luzac.nl/hogeschool
24FW00	20161223	20180109	D	LOC	https://www.luzac.nl/hogeschool
24FY	20041214	20060406	U	ERK	www.wereldschool.nl
24FY	19881201	20041214	U	ERK	www.wereldschool.nl
24FY	20060406		U	ERK	www.wereldschool.nl
24FY00	19881201	20060406	D	LOC	www.wereldschool.nl
24FY00	20060406		D	LOC	www.wereldschool.nl
24GE	19881201	20110101	U	ERK	www.notenboom.nl
24GE	20110101	20110126	U	ERK	www.notenboom.nl
24GE	20110126		U	ERK	www.notenboom.nl
24GE00	19881201	20110101	D	LOC	www.notenboom.nl
24GE00	20110101		D	LOC	www.notenboom.nl
24GE06	20080508	20080930	D	LOC	www.notenboom.nl
24GE06	20080501	20080508	D	LOC	www.notenboom.nl
24GE06	20080930		D	LOC	www.notenboom.nl
24GL	20180701	20181204	U	HBOS	https://www.scheidegger.nl/
24GL	20091211	20100101	U	HBOS	https://www.scheidegger.nl/
24GL	19871111	20040801	U	ERK	https://www.scheidegger.nl/
24GL	20100101	20180701	U	HBOS	https://www.scheidegger.nl/
24GL	20181204		U	HBOS	https://www.scheidegger.nl/
24GL	20040801	20091211	U	HBOS	https://www.scheidegger.nl/
24GL00	19871111	20181204	D	LOC	https://www.scheidegger.nl/
24GL00	20181204		D	LOC	https://www.scheidegger.nl/
24GP	20000801	20061201	U	ERK	www.schoevers.nl
24GP	19900511	20000801	U	ERK	www.schoevers.nl
24GP	20061201	20160112	U	ERK	www.schoevers.nl
24GP	20160112		U	ERK	www.schoevers.nl
24GP00	20160112		D	LOC	www.schoevers.nl
24GP00	20000801	20040608	D	LOC	www.schoevers.nl
24GP00	20040608	20110328	D	LOC	www.schoevers.nl
24GP00	20110328	20160112	D	LOC	www.schoevers.nl
24GP00	19900511	20000801	D	LOC	www.schoevers.nl
24HR	20100420	20151020	U	HBOS	www.novi.nl
24HR	20000801	20010101	U	ERK	www.novi.nl
24HR	20010101	20100420	U	HBOS	www.novi.nl
24HR	19891019	20000801	U	ERK	www.novi.nl
24HR	20151020		U	HBOS	www.novi.nl
24HR00	20100420	20151020	D	LOC	www.novi.nl
24HR00	20000801	20010101	D	LOC	www.novi.nl
24HR00	20151020		D	LOC	www.novi.nl
24HR00	19891019	20000801	D	LOC	www.novi.nl
24HR00	20010101	20100420	D	LOC	www.novi.nl
24HX	20030808	20050829	U	EDU	www.luzac.nl
24HX	20050829	20080601	U	EDU	www.luzac.nl
24HX	20080718	20080801	U	EDU	www.luzac.nl
24HX	20001208	20030808	U	EDU	www.luzac.nl
24HX	19910901	20001208	U	EDU	www.luzac.nl
24HX	20210419		U	EDUV	www.luzac.nl
24HX	20080601	20080718	U	EDU	www.luzac.nl
24HX	20080801	20210419	U	EDUV	www.luzac.nl
24HX00	20210419		D	LOC	www.luzac.nl
24HX00	20050829	20210419	D	LOC	www.luzac.nl
24HX00	20030808	20050829	D	LOC	www.luzac.nl
24HX00	20001208	20030808	D	LOC	www.luzac.nl
24HX00	19910901	20001208	D	LOC	www.luzac.nl
24HX24	20210414		D	LOC	www.luzac.nl
24HX24	20070101	20210414	D	LOC	www.luzac.nl
24HY	19971112	19980406	U	SPEC	www.lichtenbeek.nl
24HY	20110909	20110930	U	SPEC	www.lichtenbeek.nl
24HY	19911001	19971112	U	SPEC	www.lichtenbeek.nl
24HY	19980406	20030115	U	SPEC	www.lichtenbeek.nl
24HY	20030115	20110909	U	SPEC	www.lichtenbeek.nl
24HY	20110930		U	SPEC	www.lichtenbeek.nl
24HY00	19980406	20030115	D	VST	www.lichtenbeek.nl
24HY00	19911001	19971112	D	VST	www.lichtenbeek.nl
24HY00	20110930		D	VST	www.lichtenbeek.nl
24HY00	20110909	20110930	D	VST	www.lichtenbeek.nl
24HY00	20030115	20110909	D	VST	www.lichtenbeek.nl
24HY00	19971112	19980406	D	VST	www.lichtenbeek.nl
24JC	19910801	20130211	U	BAS	www.obs-ijsselhof.nl
24JC	20130211		U	BAS	www.obs-ijsselhof.nl
24JC00	19910801	20130211	D	VST	www.obs-ijsselhof.nl
24JC00	20130211		D	VST	www.obs-ijsselhof.nl
24JD	20170926		U	BAS	www.talentum.nu
24JD	20070423	20101126	U	BAS	www.talentum.nu
24JD	20101126	20140116	U	BAS	www.talentum.nu
24JD	19910801	20070423	U	BAS	www.talentum.nu
24JD	20140116	20170926	U	BAS	www.talentum.nu
24JD00	19910801	20070423	D	VST	www.talentum.nu
24JD00	20070423	20101126	D	VST	www.talentum.nu
24JD00	20101126	20140116	D	VST	www.talentum.nu
24JD00	20170926		D	VST	www.talentum.nu
24JD00	20140116	20170926	D	VST	www.talentum.nu
24JJ	19970808	20160810	U	BAS	www.obsdetrampoline.nl
24JJ	19910601	19970808	U	BAS	www.obsdetrampoline.nl
24JJ	20160810		U	BAS	www.obsdetrampoline.nl
24JJ00	19910601	19970808	D	VST	www.obsdetrampoline.nl
24JJ00	20160810		D	VST	www.obsdetrampoline.nl
24JJ00	19970808	20160810	D	VST	www.obsdetrampoline.nl
24JT	20190801		U	ERK	www.traditionskapperscollege.nl
24JT	20121207	20150212	U	ERK	www.traditionskapperscollege.nl
24JT	20150212	20150310	U	ERK	www.traditionskapperscollege.nl
24JT	19901203	19991203	U	ERK	www.traditionskapperscollege.nl
24JT	20150609	20190801	U	ERK	www.traditionskapperscollege.nl
24JT	19991203	20121207	U	ERK	www.traditionskapperscollege.nl
24JT	20150310	20150609	U	ERK	www.traditionskapperscollege.nl
24JT00	20121207	20150212	D	LOC	www.traditionskapperscollege.nl
24JT00	20150212	20150310	D	LOC	www.traditionskapperscollege.nl
24JT00	20190801		D	LOC	www.traditionskapperscollege.nl
24JT00	19901203	19991203	D	LOC	www.traditionskapperscollege.nl
24JT00	20150310	20190801	D	LOC	www.traditionskapperscollege.nl
24JT00	19991203	20121207	D	LOC	www.traditionskapperscollege.nl
24KB	20060314	20120418	U	ERK	www.ncoi.nl
24KB	19970826	20000406	U	ERK	www.ncoi.nl
24KB	20000406	20040423	U	ERK	www.ncoi.nl
24KB	19890904	19970826	U	ERK	www.ncoi.nl
24KB	20120808		U	ERK	www.ncoi.nl
24KB	20040423	20060314	U	ERK	www.ncoi.nl
24KB	20120418	20120808	U	ERK	www.ncoi.nl
24KB00	20120418	20120808	D	LOC	www.ncoi.nl
24KB00	19970826	20000406	D	LOC	www.ncoi.nl
24KB00	20120808		D	LOC	www.ncoi.nl
24KB00	20040423	20060314	D	LOC	www.ncoi.nl
24KB00	19890904	19970826	D	LOC	www.ncoi.nl
24KB00	20060314	20120418	D	LOC	www.ncoi.nl
24KB00	20000406	20040423	D	LOC	www.ncoi.nl
24KD	20120824	20130101	U	ERK	www.mvp.nl
24KD	19881201	19991203	U	ERK	www.mvp.nl
24KD	20030627	20120824	U	ERK	www.mvp.nl
24KD	19991203	20030627	U	ERK	www.mvp.nl
24KD	20130101		U	HBOS	www.mvp.nl
24KD00	19991203	20120824	D	LOC	www.mpv.nl
24KD00	19881201	19991203	D	LOC	www.mpv.nl
24KD00	20120824		D	LOC	www.mpv.nl
24KK	20100715		U	ERK	www.studiecentrumminerva.nl
24KK	20070301	20100715	U	ERK	www.studiecentrumminerva.nl
24KK	19880901	20070301	U	ERK	www.studiecentrumminerva.nl
24KK00	20070301	20100715	D	LOC	www.studiecentrumminerva.nl
24KK00	20100715		D	LOC	www.studiecentrumminerva.nl
24KK00	19880901	20070301	D	LOC	www.studiecentrumminerva.nl
24KT	20170717		U	ERK	www.koskappersopleidingen.nl/
24KT	19900626	20170717	U	ERK	www.koskappersopleidingen.nl/
24KT00	19900626		D	LOC	www.koskappersopleidingen.nl/
24KW	19880901	20100224	U	ERK	www.goopleidingen.nl
24KW	20100224		U	ERK	www.goopleidingen.nl
24KW00	19880901	20100224	D	LOC	www.goopleidingen.nl
24KW00	20100224		D	LOC	www.goopleidingen.nl
24KX	19881201	19970808	U	ERK	www.hbonederland.com
24KX	19970808	20130101	U	ERK	www.hbonederland.com
24KX	20161220	20170110	U	HBOS	www.hbonederland.com
24KX	20130101	20161220	U	HBOS	www.hbonederland.com
24KX	20170110		U	HBOS	www.hbonederland.com
24LK	20000801		U	ERK	www.loi.nl
24LK	19881222	20000801	U	ERK	www.loi.nl
24LK00	20000801	20060403	D	LOC	www.loi.nl
24LK00	19881222	20000801	D	LOC	www.loi.nl
24LK00	20060403		D	LOC	www.loi.nl
24LY	20060101	20080530	U	HBOS	www.TMO.nl
24LY	19900307	20040801	U	ERK	www.TMO.nl
24LY	20040801	20060101	U	HBOS	www.TMO.nl
24LY	20080530	20130901	U	HBOS	www.TMO.nl
24LY	20130901		U	HBOS	www.TMO.nl
24LY00	19900307	20060101	D	LOC	www.tmo.nl
24LY00	20131010		D	LOC	www.tmo.nl
24LY00	20060101	20131010	D	LOC	www.tmo.nl
24MK	19920601	20150114	U	BAS	www.toermalijnduiven.nl
24MK	20150114		U	BAS	www.toermalijnduiven.nl
24MK00	20150114		D	VST	www.toermalijnduiven.nl
24MK00	19920601	20150114	D	VST	www.toermalijnduiven.nl
24MU	19930201		U	BAS	www.deheksenketel.nl
24MU00	19930201		D	VST	www.deheksenketel.nl
24MW	19920601	19970320	U	BAS	www.stichtingelamal.nl
24MW	20091127		U	BAS	www.stichtingelamal.nl
24MW	19970320	20040610	U	BAS	www.stichtingelamal.nl
24MW	20040610	20091127	U	BAS	www.stichtingelamal.nl
24MW00	20091127		D	VST	www.stichtingelamal.nl
24MW00	19920601	20040610	D	VST	www.stichtingelamal.nl
24MW00	20040610	20091127	D	VST	www.stichtingelamal.nl
24MW04	20100801		D	VST	www.alislaah.nl
24MY	19920601		U	BAS	www.basisschoolmeander.nl
24MY00	19920601		D	VST	www.basisschoolmeander.nl
24MZ	19920601		U	BAS	www.depaulusschool.nl
24MZ00	19920601		D	VST	www.depaulusschool.nl
24NB	19970822	20050921	U	BAS	www.derankhengelo.nl
24NB	19920601	19970822	U	BAS	www.derankhengelo.nl
24NB	20050921		U	BAS	www.derankhengelo.nl
24NB00	20050921		D	VST	www.derankhengelo.nl
24NB00	19920601	19970822	D	VST	www.derankhengelo.nl
24NB00	19970822	20050921	D	VST	www.derankhengelo.nl
24NK	20051012		U	BAS	www.obsbroekhem.nl
24NK	19920601	20051012	U	BAS	www.obsbroekhem.nl
24NK00	20051012		D	VST	www.obsbroekhem.nl
24NK00	19920601	20051012	D	VST	www.obsbroekhem.nl
24NL	19920601	19970101	U	BAS	www.wingerd.nl
